date,plant_energy_before(kwh),plant_energy_after(kwh),tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,humidity,windspeed,uvindex
2023-01-01,31124.0,,30.1,20.2,24.8,29.9,20.2,24.8,59.6,16.1,5
2023-01-02,27481.0,,30.4,21.0,25.3,32.3,21.0,25.6,59.8,17.7,4
2023-01-03,34559.0,,30.5,23.7,26.9,32.3,23.7,27.5,59.2,17.0,6
2023-01-04,35418.0,,32.0,25.0,27.6,33.4,25.0,28.1,56.1,16.1,5
2023-01-05,37479.0,,32.3,23.2,27.2,33.8,23.2,27.8,59.5,16.1,4
2023-01-06,37194.0,,30.6,23.2,26.7,31.4,23.2,27.1,58.4,18.9,5
2023-01-07,32070.0,,28.8,22.2,25.5,28.9,22.2,25.6,52.7,15.2,5
2023-01-08,33325.0,,29.5,24.4,26.7,29.9,24.4,26.9,52.8,20.9,3
2023-01-09,38059.0,,32.2,25.0,28.1,32.9,25.0,28.7,54.7,14.7,6
2023-01-10,40736.0,,31.0,26.0,28.0,34.2,26.0,29.6,64.8,18.4,4
2023-01-11,39458.0,,28.5,24.0,26.1,32.2,24.0,27.1,78.9,16.6,2
2023-01-12,42590.0,,31.4,24.0,27.1,36.0,24.0,28.8,78.0,12.1,4
2023-01-13,44306.0,,32.8,25.0,28.0,38.6,25.0,30.3,78.4,14.3,5
2023-01-14,44805.0,,32.7,24.2,28.3,38.4,24.2,30.3,75.5,13.9,6
2023-01-15,41644.0,,33.3,24.6,28.1,37.6,24.6,29.1,69.6,13.4,6
2023-01-16,40896.0,,33.7,24.0,28.0,36.2,24.0,29.0,65.8,11.6,6
2023-01-17,41998.0,,32.9,23.0,27.9,35.9,23.0,29.0,67.8,16.6,5
2023-01-18,39780.0,,32.1,23.5,27.6,34.7,23.5,28.3,60.8,22.8,5
2023-01-19,38438.0,,32.5,21.2,26.8,33.9,21.2,27.0,56.8,14.8,5
2023-01-20,38351.0,,32.1,22.0,26.7,33.4,22.0,27.1,56.9,13.0,6
2023-01-21,36674.0,,32.9,22.2,26.9,32.9,22.2,26.9,53.7,19.1,6
2023-01-22,34638.0,,33.0,21.2,26.8,33.3,21.2,26.8,52.6,12.5,7
2023-01-23,39326.0,,35.2,22.2,28.1,36.0,22.2,28.1,52.5,12.5,7
2023-01-24,41070.0,,33.2,23.2,28.3,34.7,23.2,28.9,54.1,21.4,4
2023-01-25,34135.0,,29.5,21.0,24.7,29.9,21.0,24.8,53.4,22.3,7
2023-01-26,34379.0,,32.2,20.2,26.1,32.3,20.2,26.0,53.6,14.3,7
2023-01-27,37990.0,,32.2,22.2,27.1,32.9,22.2,27.3,55.3,14.3,6
2023-01-28,33316.0,,30.1,21.2,25.3,31.9,21.2,25.5,57.7,16.7,4
2023-01-29,27545.0,,29.6,20.0,24.1,30.5,20.0,24.1,53.0,19.5,6
2023-01-30,30026.0,,28.6,19.2,22.9,28.4,19.2,22.9,48.4,17.5,7
2023-01-31,30912.0,,32.0,19.2,25.0,31.7,19.2,24.8,47.6,10.7,6
2023-02-01,40219.0,,34.1,20.7,27.1,35.0,20.7,27.0,51.3,9.8,5
2023-02-02,37575.0,,35.2,23.2,28.9,38.4,23.2,29.8,56.9,12.1,5
2023-02-03,43840.0,,31.7,27.0,29.3,36.2,29.6,32.7,68.2,13.4,3
2023-02-04,45100.0,,33.0,26.7,28.9,39.3,29.6,33.1,75.9,17.6,5
2023-02-05,46177.0,,34.0,25.8,28.6,40.5,25.8,31.3,74.6,15.7,5
2023-02-06,48222.0,,33.3,26.0,28.8,40.0,26.0,32.1,78.0,19.5,6
2023-02-07,46720.0,,32.7,26.0,28.9,38.4,26.0,31.8,73.8,17.9,6
2023-02-08,51107.0,,34.7,26.0,29.5,39.0,26.0,32.8,72.4,17.0,7
2023-02-09,49624.0,,33.3,26.6,29.2,39.0,26.6,33.3,74.7,18.9,5
2023-02-10,49481.0,,33.7,26.0,29.1,38.3,26.0,32.1,72.6,19.8,5
2023-02-11,44969.0,,34.5,26.0,29.6,38.1,26.0,32.4,69.5,18.4,8
2023-02-12,47103.0,,34.5,26.2,29.5,39.4,26.2,33.2,72.8,18.5,9
2023-02-13,51362.0,,33.5,26.2,29.3,40.2,26.2,33.2,74.4,17.9,8
2023-02-14,53605.0,,35.7,26.0,29.9,41.7,26.0,34.2,73.5,14.3,9
2023-02-15,44622.0,,28.0,24.4,26.3,32.7,24.4,28.1,87.3,26.9,6
2023-02-16,41835.0,,30.3,23.1,26.6,33.0,23.1,27.6,74.7,21.3,8
2023-02-17,40278.0,,30.4,25.0,27.0,33.0,25.0,27.4,63.9,20.0,8
2023-02-18,40651.0,,33.3,23.2,27.7,35.1,23.2,28.4,58.9,16.1,9
2023-02-19,43354.0,,34.8,24.2,29.0,39.0,24.2,30.4,58.1,13.0,9
2023-02-20,42179.0,,32.9,25.2,28.8,35.2,25.2,30.1,57.6,18.9,7
2023-02-21,45108.0,,33.6,23.5,28.6,35.2,23.5,29.4,57.6,17.9,7
2023-02-22,31565.0,,33.8,22.9,28.7,34.4,22.9,29.3,57.0,20.0,7
2023-02-23,42988.0,,33.7,23.7,28.9,35.1,23.7,29.4,53.5,12.4,7
2023-02-24,44418.0,,36.1,23.7,29.6,37.2,23.7,30.0,52.9,17.0,7
2023-02-25,43448.0,,32.0,23.2,28.3,33.7,23.2,28.8,50.4,28.2,7
2023-02-26,34421.0,,30.6,22.0,26.3,31.4,22.0,26.4,53.1,20.4,7
2023-02-27,36656.0,,30.3,20.2,25.7,31.9,20.2,25.9,55.3,16.2,6
2023-02-28,42159.0,,32.9,22.0,27.4,35.6,22.0,27.8,53.0,16.5,7
2023-03-01,43627.0,,34.7,23.7,29.2,37.4,23.7,30.2,53.2,13.9,7
2023-03-02,43329.0,,34.8,25.6,30.4,36.3,25.6,31.3,49.7,18.4,6
2023-03-03,43430.0,,33.6,24.3,28.9,34.4,24.3,29.2,49.0,16.9,6
2023-03-04,39758.0,,33.0,23.7,28.3,34.3,23.7,28.7,53.1,21.9,5
2023-03-05,41235.0,,33.5,23.2,28.2,35.2,23.2,28.8,55.1,18.9,6
2023-03-06,40570.0,,33.7,24.2,28.6,34.3,24.2,29.1,54.7,21.9,6
2023-03-07,44539.0,,34.4,24.0,29.3,36.4,24.0,30.1,56.6,10.7,5
2023-03-08,49922.0,,34.7,25.2,29.8,38.6,25.2,31.6,63.6,12.1,5
2023-03-09,51371.0,,34.0,26.2,29.8,40.0,26.2,33.0,68.9,13.4,5
2023-03-10,54052.0,,34.5,26.7,29.7,38.9,29.5,33.5,69.7,11.2,5
2023-03-11,53124.0,,33.7,26.7,29.4,39.8,29.5,33.8,73.1,18.9,4
2023-03-12,52839.0,,33.7,27.0,29.6,39.8,30.0,34.3,73.0,17.0,4
2023-03-13,46884.0,,32.0,24.5,28.3,34.7,24.5,30.0,67.3,19.1,5
2023-03-14,45212.0,,33.0,24.2,28.6,35.0,24.2,29.6,58.5,16.2,6
2023-03-15,50739.0,,33.5,25.0,28.8,37.8,25.0,31.6,70.3,14.4,7
2023-03-16,52728.0,,33.5,26.7,29.4,40.2,26.7,33.4,72.2,18.9,7
2023-03-17,53741.0,,34.5,27.0,29.6,38.4,29.6,33.3,69.1,19.8,6
2023-03-18,53042.0,,35.0,27.0,29.9,40.4,29.6,34.1,69.7,19.4,8
2023-03-19,53390.0,,33.7,27.0,29.8,39.8,30.0,34.3,71.1,21.4,9
2023-03-20,55713.0,,34.7,27.0,30.2,41.3,30.0,35.0,70.6,23.7,9
2023-03-21,55795.0,,35.2,27.0,30.3,41.7,30.0,35.5,71.3,22.8,9
2023-03-22,56328.0,,35.2,27.0,30.4,43.2,30.0,35.9,71.7,22.3,10
2023-03-23,57740.0,,35.5,28.0,30.6,41.9,32.3,36.3,70.7,20.9,10
2023-03-24,63657.0,,36.0,28.0,30.8,44.3,32.5,37.0,72.2,21.0,10
2023-03-25,59268.0,,36.2,28.0,30.9,43.5,32.5,37.1,71.8,21.0,10
2023-03-26,57448.0,,36.0,28.0,31.1,42.5,32.5,37.2,69.9,19.4,10
2023-03-27,58624.0,,35.5,28.0,30.8,42.3,32.5,36.5,70.3,19.4,10
2023-03-28,57758.0,,34.5,28.0,30.5,41.0,31.5,35.8,69.6,27.4,8
2023-03-29,55693.0,,35.7,27.0,30.8,39.3,30.1,34.7,64.2,22.3,8
2023-03-30,58141.0,,34.5,26.0,30.0,42.8,26.0,35.0,72.0,23.2,6
2023-03-31,59114.0,,35.7,28.0,31.1,44.4,32.5,37.3,69.8,25.0,7
2023-04-01,58785.0,,35.5,28.7,31.0,41.3,33.3,36.9,69.1,21.9,6
2023-04-02,58023.0,,33.9,28.2,30.4,42.6,32.9,36.3,71.4,20.0,6
2023-04-03,56070.0,,37.2,28.0,31.8,41.1,32.5,35.6,59.3,18.0,7
2023-04-04,56581.0,,37.2,28.2,31.8,41.8,32.3,36.4,61.9,21.4,7
2023-04-05,56390.0,,37.5,27.5,31.8,40.2,29.4,34.9,56.6,16.6,7
2023-04-06,56584.0,,37.5,28.2,32.1,45.7,32.9,38.1,65.0,17.9,7
2023-04-07,58938.0,,32.5,29.0,30.2,40.1,32.0,35.7,70.9,23.2,3
2023-04-08,56604.0,,36.5,28.0,31.3,43.0,32.3,37.1,68.4,23.7,9
2023-04-09,57048.0,,37.0,27.0,31.3,45.2,30.1,37.0,67.7,20.5,6
2023-04-10,60331.0,,36.5,28.2,31.6,44.1,32.9,38.3,69.3,22.8,9
2023-04-11,59652.0,,36.5,29.0,32.1,45.8,34.3,39.4,68.3,22.8,6
2023-04-12,58937.0,,35.7,29.0,31.9,45.1,35.6,39.9,71.2,26.4,6
2023-04-13,56762.0,,36.7,29.0,32.3,43.6,36.2,39.4,66.9,20.5,10
2023-04-14,54627.0,,36.7,29.1,32.2,45.7,35.2,39.2,66.2,19.5,10
2023-04-15,59434.0,,36.7,28.9,32.1,45.4,35.0,39.6,68.9,16.6,5
2023-04-16,55471.0,,32.7,29.0,30.4,41.3,32.7,37.3,74.1,23.7,3
2023-04-17,57834.0,,36.7,28.2,31.9,45.7,32.3,37.6,64.5,18.9,9
2023-04-18,57494.0,,35.7,29.0,31.9,44.7,34.5,39.1,68.6,23.7,5
2023-04-19,58993.0,,37.5,29.7,32.4,46.3,36.2,40.1,67.7,21.0,6
2023-04-20,58430.0,,38.5,28.9,33.0,43.2,33.5,38.3,59.2,23.7,7
2023-04-21,58665.0,,38.5,29.3,33.2,45.6,34.1,38.4,57.7,19.8,7
2023-04-22,57736.0,,37.7,29.7,33.2,46.0,36.2,39.5,60.7,19.4,6
2023-04-23,61567.0,,36.7,28.2,32.4,46.0,33.2,39.4,65.4,21.9,7
2023-04-24,59383.0,,37.7,29.0,32.3,45.3,34.6,39.1,65.7,14.8,6
2023-04-25,58086.0,,38.2,27.0,31.5,47.5,29.5,37.7,67.7,22.8,8
2023-04-26,56456.0,,29.4,25.3,27.5,34.7,25.3,30.3,80.1,25.9,3
2023-04-27,59071.0,,35.7,25.7,30.5,42.8,25.7,34.9,70.6,17.7,6
2023-04-28,60585.0,,35.1,27.0,31.1,42.2,30.1,37.4,69.5,27.4,6
2023-04-29,60598.0,,36.5,28.2,32.1,44.7,33.0,39.1,67.5,18.4,7
2023-04-30,53024.0,,30.7,24.7,28.5,38.9,24.7,32.7,79.5,20.4,4
2023-05-01,55951.0,,36.5,26.0,30.7,42.8,26.0,35.1,68.5,12.1,7
2023-05-02,58632.0,,34.7,27.2,30.9,44.1,31.1,37.7,72.6,28.8,8
2023-05-03,59853.0,,37.5,27.5,31.9,43.5,32.2,38.4,67.6,19.4,7
2023-05-04,58832.0,,36.5,29.0,32.3,45.6,34.9,39.5,67.0,20.5,7
2023-05-05,61827.0,,38.2,30.0,33.4,47.5,36.2,41.1,63.4,18.9,8
2023-05-06,61638.0,,39.4,30.4,34.2,48.2,35.9,41.4,58.8,18.6,8
2023-05-07,59367.0,,39.5,30.7,34.5,47.6,38.0,41.7,57.4,19.8,8
2023-05-08,59908.0,,37.7,29.0,32.8,47.2,32.5,40.6,65.1,28.2,6
2023-05-09,59772.0,,36.3,27.7,31.6,43.2,31.2,37.7,66.5,18.0,6
2023-05-10,57876.0,,34.5,25.2,29.2,41.6,25.2,33.1,74.5,19.8,6
2023-05-11,57491.0,,33.0,27.4,30.2,41.9,32.1,36.5,74.6,23.1,5
2023-05-12,58723.0,,35.5,26.5,31.7,43.6,26.5,37.2,65.2,22.8,7
2023-05-13,58583.0,,35.1,26.0,30.5,41.3,26.0,34.7,71.4,20.5,9
2023-05-14,53635.0,,36.5,27.5,31.4,42.2,31.3,36.3,64.8,19.8,7
2023-05-15,57960.0,,36.2,28.0,31.6,42.4,31.8,37.1,65.9,17.0,7
2023-05-16,55538.0,,36.7,27.7,31.9,41.5,31.6,36.3,60.8,16.6,8
2023-05-17,56479.0,,38.1,28.7,32.7,43.0,32.1,37.7,58.5,17.6,7
2023-05-18,57879.0,,38.0,29.2,33.1,44.1,32.1,38.7,58.0,22.2,8
2023-05-19,56971.0,,38.0,29.1,33.2,43.8,31.5,38.2,55.3,19.1,8
2023-05-20,58533.0,,38.2,28.9,33.1,44.7,30.6,37.5,53.4,19.5,7
2023-05-21,57021.0,,38.5,29.8,33.5,44.6,33.3,39.0,56.2,22.3,7
2023-05-22,59207.0,,37.2,29.7,33.0,45.0,34.0,39.4,60.6,20.0,8
2023-05-23,59027.0,,36.7,29.2,32.0,44.3,32.9,37.3,61.4,30.7,7
2023-05-24,49818.0,,36.5,28.0,31.7,43.9,30.7,37.1,63.3,19.5,7
2023-05-25,66576.0,,35.5,27.6,31.7,42.4,31.6,37.4,64.3,20.5,8
2023-05-26,67281.0,,37.1,29.0,32.9,44.5,32.0,38.4,58.1,21.3,7
2023-05-27,52243.0,,38.1,28.0,32.3,47.2,33.0,38.1,62.4,18.2,8
2023-05-28,57008.0,,35.5,26.7,30.6,43.9,29.4,35.7,68.5,21.8,7
2023-05-29,58737.0,,34.0,26.2,29.1,41.9,26.2,33.4,77.4,17.3,4
2023-05-30,61936.0,,34.9,26.2,29.4,44.6,26.2,34.0,77.8,28.3,8
2023-05-31,62065.0,,36.0,26.4,30.9,42.7,26.4,36.6,71.7,21.0,8
2023-06-01,64713.0,,36.2,29.0,32.2,43.7,32.7,38.1,62.5,25.0,8
2023-06-02,66016.0,,36.5,28.7,32.4,43.8,32.4,38.3,61.4,19.1,8
2023-06-03,59155.0,,36.5,29.0,32.3,44.3,32.5,38.1,61.8,19.8,8
2023-06-04,61644.0,,36.2,29.0,32.0,43.0,33.6,38.4,65.6,22.8,7
2023-06-05,54983.0,,34.7,29.2,31.6,43.5,33.1,37.2,63.6,19.8,6
2023-06-06,63095.0,,34.5,27.7,30.5,41.8,31.5,35.8,68.3,23.7,6
2023-06-07,63321.0,,34.5,25.7,30.6,41.8,25.7,36.1,71.0,23.2,6
2023-06-08,62231.0,,34.2,25.0,28.9,41.9,25.0,32.2,76.1,24.7,6
2023-06-09,62392.0,,31.7,27.2,29.7,38.8,30.0,34.4,71.0,21.0,2
2023-06-10,61369.0,,33.5,28.7,30.5,39.4,33.5,35.9,69.6,19.4,7
2023-06-11,60658.0,,34.5,28.0,30.5,40.6,31.4,35.5,67.9,26.4,9
2023-06-12,60491.0,,34.2,28.0,29.9,40.6,30.6,34.5,69.2,26.5,6
2023-06-13,60962.0,,32.7,27.0,29.7,39.0,30.0,34.9,73.1,26.3,5
2023-06-14,59796.0,,33.5,27.0,30.0,39.9,30.2,35.2,71.5,25.0,6
2023-06-15,61877.0,,33.5,27.7,30.5,39.6,31.9,35.9,70.1,17.5,6
2023-06-16,64146.0,,33.7,29.0,30.9,40.0,32.7,36.9,69.5,22.3,6
2023-06-17,61231.0,,35.2,25.2,30.3,42.2,25.2,35.9,72.4,21.3,9
2023-06-18,57085.0,,32.5,27.2,29.1,39.5,30.3,34.3,78.9,25.9,4
2023-06-19,61232.0,,34.2,26.0,29.7,39.9,26.0,33.9,73.2,15.7,6
2023-06-20,64516.0,,35.4,28.2,30.9,41.6,33.8,36.8,70.1,18.5,8
2023-06-21,61867.0,,35.1,28.0,31.4,43.1,32.7,37.2,67.6,19.1,8
2023-06-22,61600.0,,36.0,25.0,30.2,42.9,25.0,34.5,71.8,20.7,8
2023-06-23,69434.0,,37.7,28.5,32.3,44.3,32.8,37.9,62.2,27.3,8
2023-06-24,60021.0,,35.7,28.9,31.6,40.5,32.5,35.9,60.1,25.0,7
2023-06-25,58697.0,,35.0,28.6,31.2,40.4,31.8,35.2,60.6,21.9,7
2023-06-26,58564.0,,34.0,28.0,31.1,38.3,31.3,34.6,58.7,24.0,6
2023-06-27,60953.0,,35.9,27.7,31.5,42.3,30.5,35.9,61.0,17.9,8
2023-06-28,63316.0,,36.2,27.0,31.5,44.0,30.3,36.7,65.1,15.8,8
2023-06-29,65629.0,,36.2,27.0,31.3,45.1,30.6,36.9,67.7,21.9,8
2023-06-30,66249.0,,34.7,26.8,31.0,44.2,30.1,37.4,71.0,21.3,7
2023-07-01,64218.0,,34.7,26.7,30.2,43.5,29.7,36.8,76.8,20.7,9
2023-07-02,62843.0,,34.5,25.3,30.0,42.2,25.3,35.4,75.1,43.5,7
2023-07-03,62170.0,,33.5,26.2,29.8,39.1,26.2,34.0,73.7,25.0,8
2023-07-04,62128.0,,32.6,27.2,29.7,39.6,31.0,34.5,71.4,20.0,6
2023-07-05,60362.0,,33.3,24.5,28.7,40.1,24.5,32.4,79.5,16.1,5
2023-07-06,61481.0,,35.0,26.0,30.2,41.8,26.0,34.4,70.0,14.8,8
2023-07-07,65235.0,,35.7,28.2,31.7,43.4,31.5,37.5,65.1,18.9,9
2023-07-08,64761.0,,34.4,28.7,30.9,42.1,32.6,37.9,72.9,20.0,9
2023-07-09,53777.0,,31.9,26.7,28.3,39.3,29.9,33.2,83.1,17.0,7
2023-07-10,58363.0,,32.5,26.0,28.8,39.2,26.0,32.9,79.7,17.6,7
2023-07-11,61685.0,,33.2,26.2,29.4,40.5,26.2,34.2,77.2,18.4,4
2023-07-12,63344.0,,34.8,26.2,30.8,42.7,26.2,36.1,69.2,13.9,8
2023-07-13,62526.0,,35.9,28.0,31.4,43.6,31.4,37.2,66.6,18.6,9
2023-07-14,62635.0,,35.5,28.0,31.5,42.6,31.1,36.2,61.9,28.3,7
2023-07-15,60884.0,,35.2,28.0,31.5,41.5,30.4,35.6,58.9,28.3,9
2023-07-16,55716.0,,33.7,28.8,31.0,39.2,31.8,35.1,61.2,24.0,7
2023-07-17,60375.0,,34.3,28.0,30.6,39.8,30.6,34.2,61.2,27.3,6
2023-07-18,58882.0,,32.5,28.0,30.1,37.8,30.3,33.4,61.5,30.2,7
2023-07-19,60486.0,,33.7,28.0,30.5,37.9,30.5,33.7,60.3,25.9,5
2023-07-20,60850.0,,34.2,27.2,29.7,40.7,30.4,33.9,69.1,22.3,6
2023-07-21,63554.0,,32.8,27.2,29.9,40.6,30.9,34.9,72.0,16.6,6
2023-07-22,56314.0,,32.7,25.0,28.4,41.0,25.0,32.7,83.0,17.0,8
2023-07-23,55043.0,,33.0,25.7,28.5,41.6,25.7,32.9,83.0,17.3,8
2023-07-24,59506.0,,33.8,25.3,29.2,40.5,25.3,32.6,75.5,15.3,10
2023-07-25,59628.0,,33.5,27.2,30.4,40.3,30.3,35.0,66.4,24.5,9
2023-07-26,61859.0,,34.5,28.3,30.9,40.8,31.5,35.3,62.4,26.8,8
2023-07-27,62112.0,,35.0,28.7,31.6,40.2,31.8,35.5,58.1,30.7,9
2023-07-28,59544.0,,34.1,28.4,30.9,39.8,31.8,34.7,61.0,31.1,8
2023-07-29,60299.0,,34.2,28.7,30.8,39.8,32.0,35.0,63.1,26.4,8
2023-07-30,56817.0,,31.8,27.7,29.7,38.3,31.7,34.9,72.7,27.3,5
2023-07-31,61815.0,,32.5,26.7,29.8,39.1,29.9,35.2,73.8,18.9,5
2023-08-01,62523.0,,33.1,28.0,30.5,40.8,31.9,36.8,71.9,20.0,7
2023-08-02,64053.0,,32.0,28.0,29.7,38.7,31.2,35.7,76.1,18.9,3
2023-08-03,60844.0,,32.5,25.2,29.0,39.5,25.2,34.0,80.1,27.9,5
2023-08-04,61619.0,,32.7,27.2,29.6,38.9,31.3,34.5,75.0,21.9,6
2023-08-05,60122.0,,34.5,27.0,30.3,40.1,29.7,34.9,67.7,21.4,9
2023-08-06,57030.0,,33.7,28.2,30.2,39.4,31.5,35.3,69.2,24.6,7
2023-08-07,62147.0,,32.7,27.2,30.1,38.6,30.0,35.0,69.1,20.0,5
2023-08-08,60539.0,,33.7,25.8,29.6,40.8,25.8,34.1,71.6,23.7,6
2023-08-09,61785.0,,33.7,26.5,29.9,41.1,26.5,34.9,73.3,21.3,7
2023-08-10,64298.0,,34.7,26.2,30.4,42.9,26.2,35.4,69.6,19.8,8
2023-08-11,62842.0,,34.7,27.8,30.8,41.5,31.1,36.0,67.6,19.4,9
2023-08-12,61190.0,,34.6,26.2,29.9,41.6,26.2,34.7,71.9,20.4,7
2023-08-13,60690.0,,35.0,27.7,30.7,43.6,31.2,36.4,70.6,23.7,8
2023-08-14,58234.0,,34.7,27.9,30.8,41.7,31.7,36.7,70.1,30.1,8
2023-08-15,63874.0,,34.5,27.0,30.0,41.0,29.8,34.8,69.5,22.3,6
2023-08-16,62456.0,,33.1,27.0,30.0,39.6,29.5,34.4,68.0,19.1,5
2023-08-17,60879.0,,34.7,26.0,29.8,40.7,26.0,33.3,66.6,28.2,8
2023-08-18,62060.0,,35.2,26.4,30.6,42.0,26.4,34.8,65.7,23.2,8
2023-08-19,61809.0,,35.4,28.0,31.6,42.5,30.5,36.5,62.0,25.4,8
2023-08-20,57194.0,,35.7,25.7,30.2,42.5,25.7,34.6,70.1,17.6,8
2023-08-21,63377.0,,33.0,25.2,28.5,40.6,25.2,32.5,80.9,26.4,7
2023-08-22,63022.0,,33.5,26.2,29.3,40.5,26.2,33.7,77.0,26.3,6
2023-08-23,60818.0,,32.7,25.2,28.4,39.8,25.2,31.8,80.3,22.8,7
2023-08-24,60150.0,,33.7,26.3,28.5,40.6,26.3,32.3,78.6,20.5,9
2023-08-25,61885.0,,33.5,26.0,29.0,40.8,26.0,32.5,74.0,28.9,8
2023-08-26,61060.0,,33.2,26.9,29.6,40.2,29.8,34.3,72.8,22.8,9
2023-08-27,56102.0,,34.5,27.2,30.7,40.6,29.8,34.9,63.8,21.8,7
2023-08-28,63609.0,,34.7,28.0,30.9,41.6,30.8,35.6,63.9,19.4,8
2023-08-29,62006.0,,33.0,28.2,30.4,40.0,31.0,35.0,66.5,18.9,5
2023-08-30,62699.0,,33.7,28.5,30.3,41.4,33.1,36.1,72.3,18.0,5
2023-08-31,62793.0,,35.7,24.6,29.6,43.1,24.6,33.7,76.5,24.9,9
2023-09-01,63359.0,,33.7,25.9,29.5,41.6,25.9,33.8,77.9,21.3,8
2023-09-02,61832.0,,34.7,27.8,30.6,42.7,31.2,36.5,71.1,20.0,8
2023-09-03,57918.0,,34.3,27.7,30.8,43.4,30.9,36.3,67.9,17.6,9
2023-09-04,64899.0,,34.0,26.7,30.3,42.1,29.9,35.9,73.4,20.3,7
2023-09-05,60217.0,,33.5,28.2,30.7,39.3,31.5,35.2,64.0,22.8,8
2023-09-06,59069.0,,32.7,27.2,30.1,39.1,29.9,34.5,67.3,20.4,6
2023-09-07,62227.0,,33.0,27.9,30.6,39.3,31.1,35.5,66.3,15.2,5
2023-09-08,62144.0,,34.7,27.2,30.7,41.4,30.3,35.3,65.9,20.4,8
2023-09-09,59110.0,,35.0,26.0,29.8,41.6,26.0,33.8,71.0,25.5,8
2023-09-10,55038.0,,32.0,26.1,28.5,38.2,26.1,32.2,81.9,17.0,7
2023-09-11,61010.0,,32.0,25.2,28.5,37.2,25.2,32.0,79.1,20.7,3
2023-09-12,58469.0,,31.7,27.2,28.8,36.9,30.4,32.9,74.9,23.7,7
2023-09-13,58566.0,,32.5,26.2,28.8,38.0,26.2,32.9,74.9,17.9,5
2023-09-14,56678.0,,32.7,25.6,28.5,38.8,25.6,31.7,78.3,21.8,5
2023-09-15,58388.0,,32.0,26.1,28.7,37.5,26.1,32.4,75.7,23.1,7
2023-09-16,55645.0,,32.2,26.7,28.9,38.5,26.7,32.6,72.8,17.9,9
2023-09-17,54030.0,,32.7,25.2,29.1,39.8,25.2,33.5,76.9,21.8,10
2023-09-18,60310.0,,31.9,25.2,27.9,40.0,25.2,30.8,83.6,17.9,5
2023-09-19,60114.0,,32.9,26.0,29.5,41.2,26.0,33.9,76.4,12.4,8
2023-09-20,58061.0,,35.0,27.0,30.5,43.4,30.5,36.5,72.2,15.6,9
2023-09-21,55180.0,,35.3,23.7,28.3,44.1,23.7,31.4,81.0,23.2,9
2023-09-22,57065.0,,33.3,24.7,28.7,41.7,24.7,32.3,78.3,16.6,8
2023-09-23,51961.0,,32.8,26.2,28.6,40.4,26.2,32.7,79.2,11.6,8
2023-09-24,54952.0,,32.7,27.0,29.0,40.4,30.5,34.4,80.2,15.2,6
2023-09-25,59745.0,,34.2,26.7,29.5,43.4,30.0,35.2,79.4,10.3,8
2023-09-26,57769.0,,32.8,24.2,28.4,41.0,24.2,32.5,82.5,14.9,7
2023-09-27,56052.0,,31.4,25.2,27.6,38.9,25.2,30.8,86.5,18.0,4
2023-09-28,55108.0,,30.8,25.2,27.6,37.9,25.2,30.9,86.9,25.9,7
2023-09-29,54845.0,,32.0,26.0,28.5,38.6,26.0,31.8,80.5,21.0,6
2023-09-30,52876.0,,32.5,25.2,27.9,38.9,25.2,30.3,83.2,15.2,4
2023-10-01,60874.0,,33.6,26.2,29.5,41.1,26.2,33.8,74.5,20.9,5
2023-10-02,50371.0,,33.0,26.2,29.5,40.1,26.2,33.8,73.2,17.0,5
2023-10-03,58480.0,,34.5,25.7,29.2,42.6,25.7,33.3,77.5,18.1,6
2023-10-04,54858.0,,31.2,25.0,27.7,37.2,25.0,30.9,85.1,10.6,4
2023-10-05,55125.0,,31.8,26.0,28.2,39.9,26.0,32.5,85.5,12.5,4
2023-10-06,53707.0,,32.0,26.2,28.5,39.5,26.2,33.7,84.5,13.0,4
2023-10-07,51101.0,,32.5,26.0,28.9,38.8,26.0,33.3,79.2,15.7,6
2023-10-08,53103.0,,32.4,26.0,28.8,38.9,26.0,32.9,79.6,20.5,4
2023-10-09,57367.0,,32.8,26.2,29.3,39.9,26.2,33.2,73.7,14.3,6
2023-10-10,56415.0,,31.0,25.2,27.6,38.0,25.2,30.5,84.8,12.1,4
2023-10-11,55920.0,,31.8,25.7,28.3,39.5,25.7,32.2,83.1,17.0,8
2023-10-12,58750.0,,33.0,26.6,29.5,40.2,26.6,34.8,77.0,13.9,8
2023-10-13,56208.0,,34.0,27.0,30.2,42.0,31.0,36.4,76.0,16.6,8
2023-10-14,53435.0,,34.7,27.2,30.8,41.7,30.8,36.2,68.5,17.5,8
2023-10-15,55468.0,,34.0,27.6,30.6,40.9,32.1,36.9,72.9,17.0,8
2023-10-16,58244.0,,32.5,25.9,29.3,38.5,25.9,33.8,76.5,13.0,4
2023-10-17,55761.0,,33.5,27.2,30.2,38.5,30.8,34.4,67.5,16.5,7
2023-10-18,55555.0,,33.1,27.2,29.5,40.2,30.6,34.7,75.1,16.1,7
2023-10-19,55538.0,,32.7,26.0,28.6,38.9,26.0,32.9,78.9,14.8,8
2023-10-20,56160.0,,34.4,27.0,30.3,40.7,30.6,35.8,72.9,19.9,8
2023-10-21,54088.0,,30.4,24.2,27.4,37.4,24.2,30.3,84.0,13.0,6
2023-10-22,51628.0,,32.9,25.0,28.5,38.9,25.0,31.9,79.3,26.1,5
2023-10-23,52033.0,,33.4,26.2,29.6,39.2,26.2,33.9,71.5,13.4,8
