date,plant_energy_before(kwh),plant_energy_after(kwh),tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,humidity,windspeed,uvindex
2024-08-28,0.0,,32.1,25.0,28.6,42.0,25.0,32.9,81.7,13.4,7
2024-08-29,0.0,,30.6,26.8,28.5,38.7,29.9,33.3,79.8,11.2,7
2024-08-30,0.0,,32.0,25.8,28.9,39.2,25.8,32.8,72.8,11.5,10
2024-08-31,0.0,,34.0,26.7,29.5,43.9,28.7,33.9,70.3,18.0,9
2024-09-01,0.0,,35.6,25.7,29.9,45.3,25.7,34.3,70.5,15.2,9
2024-09-02,0.0,51857.0,30.6,25.1,27.8,39.7,25.1,31.7,85.1,8.7,5
2024-09-03,0.0,52817.5,30.6,26.1,27.9,39.3,26.1,31.5,85.5,10.1,6
2024-09-04,0.0,50493.5,33.1,25.8,28.9,41.5,25.8,32.8,78.2,13.9,8
2024-09-05,0.0,49655.5,33.5,26.5,29.3,40.2,26.5,33.7,72.8,10.0,9
2024-09-06,0.0,52470.0,33.7,26.7,29.8,41.0,26.7,34.1,70.1,20.5,8
2024-09-07,0.0,51133.25,32.6,27.0,29.8,39.9,29.8,34.8,71.8,10.6,9
2024-09-08,0.0,52643.0,32.1,27.6,29.5,40.1,30.7,34.8,74.8,10.6,7
2024-09-09,0.0,51884.25,31.7,27.4,29.3,39.1,30.5,34.5,75.0,12.2,6
2024-09-10,0.0,54162.0,33.2,27.7,30.1,42.8,31.7,36.0,74.3,14.9,6
2024-09-11,0.0,50899.75,31.5,26.2,29.1,39.3,26.2,34.0,77.0,9.2,4
2024-09-12,0.0,52486.25,32.7,25.8,28.5,42.3,25.8,32.6,81.9,8.6,7
2024-09-13,0.0,54388.75,32.0,25.6,28.7,40.6,25.6,32.8,80.5,27.2,6
2024-09-14,0.0,53086.75,32.9,25.3,28.6,41.9,25.3,32.4,81.0,10.9,6
2024-09-15,0.0,49565.25,32.6,25.5,28.3,40.0,25.5,31.7,78.5,16.2,8
2024-09-16,0.0,51222.5,34.4,26.9,29.7,43.0,29.4,34.5,71.7,12.2,8
2024-09-17,0.0,51991.0,33.8,26.9,29.4,43.8,29.5,34.8,75.4,11.0,6
2024-09-18,0.0,51007.75,31.4,25.3,27.4,37.9,25.3,30.6,85.9,9.7,8
2024-09-19,0.0,51717.5,33.9,25.8,28.9,41.4,25.8,33.1,79.8,11.9,7
2024-09-20,0.0,53508.25,32.2,26.9,28.9,41.0,30.0,34.1,80.0,11.2,6
2024-09-21,0.0,51721.5,31.8,26.0,28.5,39.5,26.0,32.9,82.8,12.8,4
2024-09-22,0.0,48999.75,32.0,26.9,29.1,38.7,30.0,34.5,78.6,12.8,6
2024-09-23,0.0,50379.0,33.9,26.5,29.2,41.3,26.5,33.7,78.5,9.8,7
2024-09-24,0.0,49538.25,30.0,25.3,27.9,36.6,25.3,32.2,85.9,11.8,4
2024-09-25,0.0,50508.5,31.7,25.2,27.7,40.7,25.2,31.2,86.1,7.4,7
2024-09-26,0.0,51341.0,33.9,25.9,29.2,41.8,25.9,34.4,79.6,8.5,8
2024-09-27,0.0,52284.75,33.8,26.8,29.4,43.1,30.1,35.5,80.3,12.1,8
2024-09-28,0.0,50559.75,33.6,26.5,29.8,42.2,26.5,36.0,77.9,12.6,8
2024-09-29,0.0,51287.0,34.8,28.0,30.8,44.8,33.1,38.6,76.7,12.4,6
2024-09-30,0.0,56882.0,35.7,25.6,31.0,46.2,25.6,37.4,72.6,17.1,7
2024-10-01,0.0,55510.5,33.1,25.0,29.2,44.0,25.0,34.4,80.5,11.4,6
2024-10-02,0.0,54043.5,34.0,25.2,29.5,42.6,25.2,35.1,79.8,10.6,5
2024-10-03,0.0,50382.0,34.2,25.2,28.4,43.1,25.2,32.5,82.6,9.9,6
2024-10-04,0.0,50574.0,31.6,25.1,27.5,38.3,25.1,30.1,83.2,10.0,5
2024-10-05,0.0,50618.0,33.2,25.8,29.1,40.1,25.8,33.3,78.8,7.9,6
2024-10-06,0.0,49065.0,33.9,26.9,30.0,42.0,29.8,34.6,70.9,10.4,6
2024-10-07,0.0,53637.0,34.4,26.5,30.0,40.1,26.5,34.5,72.4,6.3,7
2024-10-08,0.0,52558.0,33.8,26.7,29.7,41.4,29.6,35.1,75.1,7.9,6
2024-10-09,0.0,50754.0,32.5,26.6,28.8,38.9,26.6,33.2,78.7,8.7,6
2024-10-10,0.0,51312.0,33.6,26.2,29.1,40.7,26.2,33.9,78.6,10.3,7
2024-10-11,0.0,51956.0,34.3,26.6,29.7,41.2,26.6,34.3,74.9,8.9,7
2024-10-12,0.0,51162.0,33.8,27.0,29.9,42.0,30.2,35.7,75.3,13.5,5
2024-10-13,0.0,48860.0,33.9,26.4,28.8,41.7,26.4,33.7,80.4,8.8,7
2024-10-14,0.0,49526.0,35.2,26.1,29.4,42.8,26.1,34.4,79.1,8.3,8
2024-10-15,0.0,52499.0,33.8,26.7,30.0,41.4,29.5,36.0,75.4,7.1,8
2024-10-16,0.0,50857.0,33.3,26.8,28.9,40.9,29.7,34.1,79.0,10.4,7
2024-10-17,0.0,50754.0,34.0,26.3,30.0,40.9,26.3,34.6,72.5,7.4,6
2024-10-18,0.0,52482.0,32.9,24.2,28.0,41.5,24.2,31.4,82.6,9.3,5
2024-10-19,0.0,49551.0,33.1,24.9,28.0,40.0,24.9,31.3,82.8,8.5,6
2024-10-20,0.0,49859.5,32.2,25.6,28.4,39.5,25.6,32.4,81.9,11.3,5
2024-10-21,0.0,52488.5,32.8,25.5,28.4,40.6,25.5,32.3,83.2,13.9,8
2024-10-22,0.0,49824.5,33.1,26.5,28.3,40.5,26.5,32.3,81.6,10.9,8
2024-10-23,0.0,47178.5,32.8,23.8,28.6,41.1,23.8,32.7,79.3,12.8,8
2024-10-24,0.0,51080.0,34.7,26.6,29.1,41.5,26.6,33.3,76.7,8.9,8
2024-10-25,0.0,52708.5,34.9,26.3,29.9,42.3,26.3,35.1,75.8,9.2,8
2024-10-26,0.0,51499.0,35.6,27.1,31.0,42.8,30.7,37.0,70.2,13.1,8
2024-10-27,0.0,52372.5,35.2,28.2,31.4,44.3,32.6,37.9,68.6,17.8,8
2024-10-28,0.0,53475.0,33.9,27.0,29.8,40.6,30.7,35.3,74.5,11.6,8
2024-10-29,0.0,53714.0,32.8,26.6,29.7,39.9,26.6,35.2,75.6,11.4,8
2024-10-30,0.0,52365.0,33.4,24.2,28.5,40.1,24.2,32.1,76.9,9.3,7
2024-10-31,0.0,52615.0,34.4,26.4,29.7,41.8,26.4,34.1,74.6,7.9,7
2024-11-01,0.0,53098.0,34.0,27.0,29.2,40.9,30.2,33.8,75.8,9.5,8
2024-11-02,0.0,45950.5,34.2,26.4,29.7,40.2,26.4,32.6,67.7,15.4,7
2024-11-03,0.0,44133.5,33.9,26.2,29.7,36.9,26.2,32.0,60.1,10.6,7
2024-11-04,0.0,50837.0,32.9,26.9,29.8,36.8,28.8,33.1,64.0,8.6,6
2024-11-05,0.0,51043.0,32.7,27.1,28.8,37.3,29.4,32.2,70.2,11.2,6
2024-11-06,0.0,48916.0,30.4,26.4,28.4,34.1,26.4,31.2,72.3,11.8,4
2024-11-07,0.0,47838.0,32.1,27.1,29.3,36.6,29.5,32.7,66.7,15.7,6
2024-11-08,0.0,47469.0,33.6,27.0,29.8,37.7,28.9,32.8,62.6,11.0,8
2024-11-09,0.0,45432.0,32.6,26.6,29.6,36.6,26.6,32.7,64.8,8.7,8
2024-11-10,0.0,43135.0,35.0,25.7,29.9,36.9,25.7,31.6,60.2,8.7,7
2024-11-11,0.0,46627.0,35.1,26.4,30.2,37.9,26.4,32.4,58.1,7.0,7
2024-11-12,0.0,50113.0,34.4,26.1,30.1,39.0,26.1,33.5,64.6,6.8,7
2024-11-13,0.0,51184.0,35.7,27.1,30.8,40.6,30.0,35.2,64.8,6.4,7
2024-11-14,0.0,53847.0,34.8,26.8,30.5,41.3,29.7,35.4,68.8,7.2,6
2024-11-15,0.0,54021.0,31.4,26.6,28.4,39.5,26.6,33.6,83.6,9.5,5
2024-11-16,0.0,52698.0,34.6,25.8,29.8,43.3,25.8,35.3,76.8,9.9,8
2024-11-17,0.0,52301.0,32.6,26.6,28.8,40.1,26.6,33.9,80.2,10.5,4
2024-11-18,0.0,50675.0,32.0,26.0,28.8,35.1,26.0,30.7,68.9,15.4,7
2024-11-19,0.0,50965.0,32.9,25.7,29.3,36.5,25.7,31.7,63.8,19.7,7
2024-11-20,0.0,50976.0,32.6,25.3,29.1,35.9,25.3,31.7,66.2,14.6,7
2024-11-21,0.0,47427.0,32.6,25.3,29.0,35.6,25.3,31.2,62.6,17.7,6
2024-11-22,0.0,48676.0,33.5,26.3,29.7,36.7,26.3,32.1,61.2,12.3,6
2024-11-23,0.0,46990.0,33.8,26.5,29.6,37.9,26.5,32.7,64.4,8.8,7
2024-11-24,0.0,46557.0,33.2,26.6,29.7,37.4,26.6,32.9,64.0,10.8,5
2024-11-25,0.0,52659.0,34.0,27.0,30.4,38.8,29.4,34.3,64.3,13.8,5
2024-11-26,0.0,51637.0,34.7,27.5,30.6,40.4,30.3,34.7,64.2,11.9,6
2024-11-27,0.0,50315.0,33.8,27.3,30.1,38.8,30.2,34.0,64.8,13.4,6
2024-11-28,0.0,46854.0,32.7,25.9,29.4,35.4,25.9,31.3,57.9,16.1,6
2024-11-29,0.0,41719.0,31.0,24.0,27.2,32.2,24.0,27.7,58.4,11.3,5
2024-11-30,0.0,37486.0,31.8,22.4,26.7,32.3,22.4,27.0,57.8,11.5,6
2024-12-01,0.0,38682.0,31.0,23.0,27.1,31.5,23.0,27.5,58.0,14.1,5
2024-12-02,0.0,41507.0,34.7,23.3,28.5,36.1,23.3,29.5,59.9,10.5,6
2024-12-03,0.0,42195.0,35.1,25.2,29.5,37.9,25.2,31.4,60.5,10.5,6
2024-12-04,0.0,45414.0,35.2,25.0,29.8,38.3,25.0,31.9,61.7,11.7,7
2024-12-05,0.0,42461.0,34.7,26.6,30.0,38.3,26.6,32.2,58.9,9.8,6
2024-12-06,0.0,43276.0,34.8,26.2,29.8,36.4,26.2,31.4,56.9,9.3,7
2024-12-07,0.0,45905.0,35.0,26.0,30.2,39.6,26.0,32.9,60.9,10.5,5
2024-12-08,0.0,47615.0,32.7,27.8,30.1,36.6,30.6,33.1,61.1,11.1,4
2024-12-09,0.0,44889.0,32.3,25.2,28.7,35.3,25.2,30.4,60.5,15.4,6
2024-12-10,0.0,41430.0,33.8,25.0,28.8,36.3,25.0,30.4,61.0,8.3,6
2024-12-11,0.0,44942.0,35.0,26.2,29.9,38.0,26.2,32.1,60.2,10.6,6
2024-12-12,0.0,46150.0,33.6,27.2,30.1,37.4,29.4,33.2,61.4,11.6,4
2024-12-13,0.0,47705.0,30.6,24.4,28.3,34.7,24.4,31.1,70.8,9.1,4
2024-12-14,0.0,41188.0,30.3,26.0,27.7,33.8,26.0,29.1,69.1,9.4,4
2024-12-15,0.0,35181.0,31.0,24.0,27.1,31.5,24.0,27.4,57.3,10.5,6
2024-12-16,0.0,37121.0,30.5,23.8,27.1,30.8,23.8,27.5,52.6,9.4,6
2024-12-17,0.0,36843.0,32.7,23.4,27.3,32.7,23.4,27.5,54.0,8.1,5
2024-12-18,0.0,36017.0,32.6,23.8,27.6,33.2,23.8,28.1,56.7,15.9,5
2024-12-19,0.0,36020.0,31.8,23.5,27.5,32.4,23.5,27.7,53.7,11.7,5
2024-12-20,0.0,33803.0,30.2,22.2,25.9,30.2,22.2,25.9,55.2,7.2,5
2024-12-21,0.0,32985.0,31.9,21.3,26.1,32.1,21.3,26.3,59.8,7.8,5
2024-12-22,0.0,32325.0,29.6,21.8,25.3,29.2,21.8,25.4,56.5,10.7,5
2024-12-23,0.0,32626.0,30.5,20.7,25.1,29.9,20.7,25.0,55.4,8.5,5
2024-12-24,0.0,33347.0,31.7,22.3,26.5,33.2,22.3,27.0,59.5,6.8,6
2024-12-25,0.0,36573.0,31.3,22.7,26.8,32.5,22.7,27.2,59.0,11.2,5
2024-12-26,0.0,35414.0,31.2,24.4,27.6,32.7,24.4,28.4,57.7,9.7,5
2024-12-27,0.0,42187.0,34.0,25.5,29.2,36.7,25.5,31.0,60.3,11.2,6
2024-12-28,0.0,39560.0,32.7,25.7,28.7,34.5,25.7,30.3,61.3,10.8,4
2024-12-29,0.0,34958.0,31.8,23.5,27.4,33.6,23.5,27.8,56.1,9.1,6
2024-12-30,0.0,37831.0,32.8,23.7,27.8,35.0,23.7,28.2,55.6,9.6,6
2024-12-31,0.0,32511.0,32.1,22.6,26.9,32.0,22.6,26.9,55.3,9.0,6
2025-01-01,,32258.0,32.4,23.0,27.1,33.0,23.0,27.5,56.2,7.5,6
2025-01-02,,36542.0,33.4,21.4,27.3,33.8,21.4,27.5,55.3,9.1,6
2025-01-03,,35854.0,33.1,23.2,27.5,33.8,23.2,28.0,56.0,8.3,5
2025-01-04,,34458.0,32.0,24.1,27.3,32.8,24.1,27.6,54.0,9.8,5
2025-01-05,,33256.0,31.1,22.8,26.6,32.2,22.8,26.5,48.8,11.1,5
2025-01-06,,32853.0,32.1,21.2,26.1,31.3,21.2,25.8,46.6,8.2,5
2025-01-07,,32767.0,32.5,21.1,26.5,31.8,21.1,26.2,49.6,10.1,5
2025-01-08,,34137.0,33.4,22.3,27.4,34.3,22.3,27.6,53.6,7.7,6
2025-01-09,,33671.0,33.0,23.9,28.1,33.8,23.9,28.4,55.2,9.9,5
2025-01-10,,35804.0,31.1,23.7,27.2,33.1,23.7,27.7,56.7,14.4,6
2025-01-11,,32421.0,30.0,21.7,25.6,31.2,21.7,25.7,54.3,19.3,6
2025-01-12,,25740.0,27.5,19.6,23.0,27.9,19.6,23.0,52.9,11.2,5
2025-01-13,,25528.0,28.6,18.1,23.1,28.3,18.1,23.0,50.3,8.1,4
2025-01-14,,28237.0,28.8,19.1,24.2,29.0,19.1,24.2,55.2,8.6,5
2025-01-15,,31854.0,32.9,20.9,26.8,34.5,20.9,27.2,51.2,10.7,5
2025-01-16,,30363.0,32.0,25.1,27.7,34.1,25.1,28.4,56.9,10.5,6
2025-01-17,,32303.0,30.9,22.7,26.3,31.1,22.7,26.4,54.6,10.5,6
2025-01-18,,31547.0,32.7,21.5,26.4,31.4,21.5,26.1,50.1,9.7,6
2025-01-19,,30132.0,32.7,21.7,26.6,31.6,21.7,26.2,47.7,8.7,6
2025-01-20,,32191.0,33.2,21.3,26.7,32.4,21.3,26.5,52.1,7.1,6
2025-01-21,,32323.0,33.3,21.7,26.9,32.7,21.7,26.7,52.7,7.9,6
2025-01-22,,33719.0,33.8,22.3,27.1,33.5,22.3,27.1,56.7,6.4,6
2025-01-23,,34266.0,33.9,21.6,26.9,34.0,21.6,27.2,60.1,12.5,6
2025-01-24,,36722.0,34.2,22.4,27.8,35.5,22.4,28.4,61.3,7.6,5
2025-01-25,,39108.0,35.4,23.4,28.3,38.9,23.4,29.6,65.4,8.2,6
2025-01-26,,43326.0,34.6,23.3,28.6,37.1,23.3,30.5,70.5,8.4,6
2025-01-27,,35955.0,29.5,22.9,26.2,29.8,22.9,26.5,59.9,14.2,6
2025-01-28,,32014.0,30.5,22.7,25.7,30.3,22.7,25.7,52.0,13.6,6
2025-01-29,,32682.0,29.9,21.8,25.6,29.5,21.8,25.5,52.5,13.7,7
2025-01-30,,33500.0,31.8,20.8,26.2,31.5,20.8,26.1,54.6,9.0,7
2025-01-31,,35233.0,33.3,22.2,27.1,33.1,22.2,27.3,59.5,8.1,6
2025-02-01,,35875.0,34.0,23.4,28.2,35.4,23.4,28.9,63.5,7.6,6
2025-02-02,,40388.0,35.2,22.9,28.5,37.3,22.9,30.0,68.2,9.4,6
2025-02-03,,49501.0,34.7,24.0,29.0,38.4,24.0,31.3,71.9,9.2,6
2025-02-04,,44507.0,33.5,26.0,29.0,36.0,26.0,30.9,66.9,10.4,6
2025-02-05,,44170.0,33.8,25.4,28.8,36.7,25.4,30.2,59.0,9.0,6
2025-02-06,,44750.0,33.2,25.5,28.8,37.1,25.5,31.2,72.2,9.5,6
2025-02-07,,46809.0,33.9,25.1,28.9,39.1,25.1,31.8,72.6,9.1,5
2025-02-08,,40780.0,33.9,26.6,29.4,35.2,26.6,31.0,59.8,14.7,6
2025-02-09,,34148.0,31.8,23.5,27.4,32.7,23.5,27.7,52.5,13.4,6
2025-02-10,,37923.0,33.1,22.8,27.3,33.6,22.8,27.5,52.3,12.6,7
2025-02-11,,39515.0,35.4,22.3,28.4,35.5,22.3,28.5,51.2,8.7,7
2025-02-12,,38967.0,36.1,24.2,29.4,37.5,24.2,30.2,56.4,5.9,6
2025-02-13,,45131.0,35.5,25.5,29.8,37.8,25.5,32.1,63.5,9.7,7
2025-02-14,,50299.0,34.9,25.7,29.5,39.9,25.7,33.1,72.4,11.4,6
2025-02-15,,44827.0,36.4,25.5,30.1,40.6,25.5,33.2,68.8,9.4,6
2025-02-16,,45724.0,36.0,24.8,29.8,38.3,24.8,32.7,68.9,13.5,9
2025-02-17,,52692.0,34.2,26.9,29.6,39.0,30.0,34.2,73.7,16.6,6
2025-02-18,,50712.0,32.9,26.9,28.5,38.0,29.8,32.7,78.4,9.1,4
2025-02-19,,50000.0,32.9,26.4,29.2,39.9,26.4,33.6,76.0,8.7,6
2025-02-20,,49718.0,34.5,26.1,29.9,40.3,26.1,33.9,70.1,8.2,6
2025-02-21,,50206.0,31.3,27.2,29.0,37.5,31.0,33.8,77.5,10.9,6
2025-02-22,,47632.0,34.8,26.1,30.1,38.4,26.1,33.8,70.0,9.9,6
2025-02-23,,49500.0,34.5,26.8,30.7,39.4,30.0,34.5,65.1,13.7,6
2025-02-24,,47496.0,30.2,25.9,27.5,33.0,25.9,29.0,71.2,14.4,4
2025-02-25,,39602.0,31.2,24.4,26.6,33.4,24.4,27.1,68.6,17.5,8
2025-02-26,,40550.0,32.7,22.9,27.5,37.1,22.9,28.9,65.8,12.1,7
2025-02-27,,48390.0,35.5,25.1,30.1,38.1,25.1,32.5,62.0,8.7,7
2025-02-28,,53064.0,34.4,27.2,30.1,40.5,31.0,34.7,69.5,20.5,7
2025-03-01,,52680.0,34.5,27.3,29.9,41.5,30.9,35.5,75.0,18.0,7
2025-03-02,,52420.0,35.0,27.2,30.3,41.8,30.9,35.7,72.3,10.5,7
2025-03-03,,54702.0,34.6,27.7,30.4,41.4,32.3,36.1,72.9,21.8,6
